resistance_mechanism,RPKM,Sample
antibiotic target protection,2.262668371,368259760
antibiotic efflux,1.650735546,368259760
antibiotic efflux,0.29088204,368259760
antibiotic inactivation,0.564234466,368259760
antibiotic target protection,0.572865204,368259760
antibiotic efflux,0.208932009,368259760
antibiotic efflux,3.631618201,368259760
antibiotic target replacement,0.316042723,368259760
antibiotic target alteration,1.122129219,368259760
antibiotic efflux,5.70548138,368259760
antibiotic efflux,2.780093162,368259760
antibiotic target replacement,0.937341728,368259760
antibiotic inactivation,0.347977354,368259760
antibiotic inactivation,0.36316182,368259760
antibiotic inactivation,1.947809407,368259760
antibiotic inactivation,0.314055033,368259760
antibiotic target protection,0.229409266,368259760
antibiotic inactivation,34.10178067,368259760
antibiotic efflux,2.316560579,368259760
antibiotic efflux,1.774818213,368259760
antibiotic inactivation,0.513467869,368259760
antibiotic inactivation,0.323202267,368259760
antibiotic efflux,0.578394791,368259760
antibiotic efflux,2.603233426,368259760
antibiotic target replacement,0.262814475,368259760
antibiotic efflux,7.051304792,368259760
antibiotic target alteration,3.261044915,368259760
antibiotic target alteration,6.020501805,368259760
antibiotic inactivation,0.17338455,368259760
antibiotic target replacement,0.805399198,368259760
antibiotic target alteration,22.07641591,368259760
antibiotic target replacement,6.425427423,368259760
antibiotic inactivation,0.922581991,368259760
antibiotic efflux,0.61344902,368259760
antibiotic efflux,0.764307402,368259760
antibiotic target alteration,1.026935738,368259760
antibiotic target alteration,0.204650616,368259760
antibiotic target alteration,1.222891843,368259760
antibiotic inactivation,0.490759216,368259760
antibiotic efflux,0.243584148,368259760
antibiotic inactivation,2.049560645,368259760
antibiotic inactivation,33.64778871,368259760
antibiotic efflux,2.721562218,368259760
antibiotic target replacement,18.90386974,368259760
antibiotic efflux,2.377845251,368259760
antibiotic inactivation,0.342018837,368259760
antibiotic inactivation,1.421629901,368259760
antibiotic efflux,4.665620605,368259760
antibiotic efflux,6.136559671,368259760
antibiotic inactivation,0.42317585,368259760
antibiotic target protection,0.456025117,368259760
antibiotic inactivation,1.702321032,368259760
antibiotic target protection,7.658704028,368259760
antibiotic inactivation,0.262814475,368259760
antibiotic efflux,7.052472845,368259760
antibiotic efflux,2.085726669,368259760
antibiotic target protection,4.796687833,368259760
antibiotic inactivation,0.261438483,368259760
antibiotic inactivation,0.33069371,368259760
antibiotic efflux,1.447384066,368259760
antibiotic efflux,2.040135711,368259760
antibiotic efflux,1.375321511,368259760
antibiotic target alteration,0.407630614,368259760
antibiotic inactivation,0.693538198,368259760
antibiotic inactivation,1.220898539,368259760
antibiotic target protection,0.155802653,368259760
antibiotic efflux,0.243584148,368259760
antibiotic inactivation,2.203003688,368259760
antibiotic efflux,1.006241819,368259760
antibiotic efflux,1.606088459,368259760
antibiotic efflux,0.166727046,368259760
antibiotic target replacement,0.522486176,368259760
antibiotic target protection,0.986552817,368259760
antibiotic target protection,0.234069142,368259760
antibiotic inactivation,0.792615084,368259760
antibiotic efflux,1.974820632,368259760
antibiotic inactivation,1.695897179,368259760
antibiotic efflux,0.414396268,368259760
antibiotic efflux,0.120907386,368259760
antibiotic target protection,0.456025117,368259760
antibiotic inactivation,0.345569206,368259760
antibiotic efflux,13.75753324,368259760
antibiotic efflux,1.334559027,368259760
antibiotic inactivation,0.756587125,368259760
antibiotic target replacement,3.082391991,368259760
antibiotic inactivation,0.379731941,368259760
antibiotic efflux,1.972374529,368259760
antibiotic efflux,2.171076098,368259760
antibiotic efflux,1.915961641,368259760
antibiotic efflux,0.269190028,368259760
antibiotic efflux,0.627199762,368259760
antibiotic inactivation,0.910268885,368259760
antibiotic efflux,1.2514975,368259760
antibiotic target alteration,0.802164663,368259760
antibiotic efflux,8.467196784,368259760
antibiotic efflux,3.088747439,368259760
antibiotic inactivation,0.360539713,368259760
antibiotic inactivation,0.97911275,368259760
antibiotic inactivation,0.827647794,368259760
antibiotic efflux,2.630662131,368259760
antibiotic efflux,0.1501797,368259760
antibiotic inactivation,0.226976138,368259760
antibiotic target alteration,2.711389154,368259760
antibiotic inactivation,0.167005854,368259760
antibiotic efflux,2.573956199,368259760
antibiotic efflux; reduced permeability to antibiotic,2.796346015,368259760
antibiotic efflux,1.016483466,368259760
antibiotic efflux,1.598895944,368259760
antibiotic inactivation,0.360539713,368259760
antibiotic target protection,0.405150104,368259760
antibiotic efflux,0.893972511,368259760
antibiotic target protection,1.393527914,368259760
antibiotic inactivation,1.41658866,368259760
antibiotic inactivation,0.184261071,368259760
antibiotic inactivation,4.426839562,368259760
antibiotic inactivation,0.54474273,368259760
antibiotic efflux,2.33696539,368259760
antibiotic target protection,5.071498073,368259760
antibiotic target protection,0.180595842,368259760
antibiotic target alteration,1.457948913,368259760
antibiotic inactivation,38.75532856,368259760
antibiotic inactivation,0.19059065,368259760
antibiotic inactivation,0.252195708,368259760
antibiotic efflux,1.849435195,368259760
antibiotic efflux,0.458116975,368259760
antibiotic inactivation,2.015999234,368259760
antibiotic efflux; reduced permeability to antibiotic,0.780230473,368259760
antibiotic efflux,1.028618451,368259760
antibiotic efflux,10.25403181,368259760
antibiotic efflux,0.35248059,368259760
antibiotic efflux,0.7782039,368259760
antibiotic inactivation,2.427383693,368259760
antibiotic efflux,5.944613126,368259760
antibiotic inactivation,0.54474273,368259760
antibiotic target replacement,2.844384509,368259760
antibiotic inactivation,23.55078647,368259760
antibiotic inactivation,3.782935626,368259760
antibiotic target replacement,1.264170893,368259760
antibiotic inactivation,5.992170031,368259760
antibiotic efflux,2.209502224,368259760
antibiotic inactivation,0.938623125,368259760
antibiotic efflux,1.949913847,368259760
antibiotic inactivation,5.145947546,368259760
antibiotic efflux,2.496737513,368259760
antibiotic efflux,1.101501844,368259760
antibiotic efflux,1.41860086,368259760
antibiotic target protection,1.560460946,368259760
antibiotic target protection,0.459522242,368259760
antibiotic target alteration,0.233067679,368259760
antibiotic efflux,0.650192061,368259760
antibiotic efflux,3.292941208,368259760
antibiotic efflux,11.06214964,368259760
antibiotic efflux,0.388093914,368259760
antibiotic efflux,1.516045549,368259760
antibiotic efflux,13.1893931,368259760
antibiotic efflux,11.36885384,368259760
antibiotic efflux,1.011214808,368259760
antibiotic inactivation,0.173988677,368259760
antibiotic inactivation,0.174597029,368259760
antibiotic target protection,0.466679909,368259760
antibiotic inactivation,1.184892379,368259760
antibiotic efflux,1.346280032,368259760
antibiotic target alteration,4.41119702,368259760
antibiotic inactivation,0.347977354,368259760
antibiotic efflux,5.828959175,368259760
antibiotic inactivation,0.262124673,368259760
antibiotic inactivation,1.376154535,368259760
antibiotic efflux,1.401230237,368259760
antibiotic efflux,2.518117758,368259760
antibiotic efflux,1.370421963,368259760
antibiotic inactivation,0.466679909,368259760
antibiotic inactivation,0.231179399,368259760
antibiotic efflux,0.385100902,368259760
antibiotic inactivation,0.713353575,368259760
antibiotic inactivation,6.068459233,368259760
antibiotic target alteration,0.369887039,368259760
antibiotic inactivation,0.713353575,368259760
antibiotic efflux,16.7922169,368259760
antibiotic efflux,0.172188794,368259760
antibiotic efflux,0.607901308,368259760
antibiotic efflux,0.776187828,368259760
antibiotic efflux,0.86094397,368259760
antibiotic efflux,2.835800632,368259760
antibiotic efflux,2.902019554,368259760
antibiotic efflux,1.920567318,368259760
antibiotic efflux,0.37544925,368259760
antibiotic efflux,1.12917777,368259760
antibiotic efflux,0.125464197,368259760
antibiotic inactivation,0.542769025,368259760
antibiotic efflux,0.435161222,368259760
antibiotic target alteration; antibiotic efflux,0.522330024,368259760
antibiotic efflux,14.46839424,368259760
antibiotic efflux,4.931827186,368259760
antibiotic inactivation,0.818602463,368259760
antibiotic inactivation,0.192056732,368259760
antibiotic efflux,8.178967715,368259760
antibiotic efflux,3.755940714,368259760
antibiotic inactivation,1.058687285,368259760
antibiotic inactivation,0.924717597,368259760
antibiotic inactivation,1.058687285,368259760
antibiotic inactivation,0.371262084,368259760
antibiotic efflux,5.251264368,368259760
antibiotic target alteration,0.289476813,368259760
antibiotic efflux,0.971965942,368259760
antibiotic inactivation,0.191320882,368259760
antibiotic target alteration; antibiotic target replacement,38.64254105,368259760
antibiotic target replacement,2.600768243,368259760
antibiotic inactivation,2.774152792,368259760
antibiotic inactivation,0.231179399,368259760
antibiotic inactivation,0.231179399,368259760
antibiotic target protection,1.103530393,368259760
antibiotic inactivation,1.588030927,368259760
antibiotic inactivation,2.343508135,368259760
antibiotic inactivation,1.081619139,368259760
antibiotic inactivation,0.18843302,368259760
antibiotic inactivation,0.361846016,368259760
reduced permeability to antibiotic,2.929505349,368259760
antibiotic inactivation,10.66403141,368259760
antibiotic inactivation,9.735706026,368259760
antibiotic target replacement,0.632085446,368259760
antibiotic target alteration,3.037176223,368259760
antibiotic efflux,0.232254652,368259760
antibiotic efflux,1.492302881,368259760
antibiotic efflux,0.405150104,368259760
antibiotic efflux,1.238051659,368259760
antibiotic efflux,0.90790455,368259760
antibiotic target alteration,0.184261071,368259760
antibiotic efflux,1.660234663,368259760
antibiotic efflux,0.449862615,368259760
antibiotic efflux,16.35793543,368259760
antibiotic efflux,1.767601779,368259760
antibiotic efflux,1.479548156,368259760
reduced permeability to antibiotic,1.99739001,368259760
antibiotic inactivation,0.539835138,368259760
antibiotic target alteration,0.521058264,368259760
reduced permeability to antibiotic,0.952433929,368259760
antibiotic target alteration,1.266461057,368259760
antibiotic efflux,1.147925293,368259760
antibiotic efflux,1.610798396,368259760
antibiotic target replacement,1.896256339,368259760
antibiotic inactivation,0.83783138,368259760
antibiotic efflux,2.774152792,368259760
antibiotic efflux,3.149038305,368259760
antibiotic target alteration,1.637204927,368259760
antibiotic inactivation,0.356676788,368259760
antibiotic inactivation,0.130038412,368259760
antibiotic inactivation,1.002035122,368259760
antibiotic inactivation,0.130719242,368259760
antibiotic inactivation,0.130719242,368259760
antibiotic inactivation,0.164259047,368259760
antibiotic inactivation,0.342018837,368259760
antibiotic inactivation,0.262814475,368259760
antibiotic inactivation,1.269527549,368259760
antibiotic inactivation,0.521511752,368259760
antibiotic inactivation,0.390115236,368259760
antibiotic inactivation,0.390115236,368259760
antibiotic inactivation,1.130598119,368259760
antibiotic inactivation,0.36316182,368259760
antibiotic inactivation,1.45264728,368259760
antibiotic inactivation,0.54474273,368259760
antibiotic inactivation,0.56106461,368259760
antibiotic inactivation,0.18158091,368259760
antibiotic inactivation,3.957093417,368259760
antibiotic inactivation,0.187724625,368259760
antibiotic inactivation,0.374043073,368259760
antibiotic inactivation,0.18158091,368259760
antibiotic inactivation,1.130598119,368259760
antibiotic inactivation,0.627320983,368259760
antibiotic inactivation,0.646404534,368259760
antibiotic inactivation,0.323202267,368259760
antibiotic inactivation,0.410985599,368259760
antibiotic inactivation,0.410985599,368259760
antibiotic inactivation,1.284495184,368259760
antibiotic efflux,0.43140173,368259760
antibiotic efflux,1.387076396,368259760
antibiotic efflux,6.473023182,368259760
antibiotic efflux,0.424976598,368259760
antibiotic efflux,1.208098797,368259760
antibiotic efflux,2.345927865,368259760
antibiotic efflux,2.181615303,368259760
antibiotic target alteration,16.26935455,368259760
antibiotic target alteration,1.510221715,368259760
antibiotic target alteration,0.184943519,368259760
antibiotic target alteration,0.409301232,368259760
antibiotic efflux,0.637852649,368259760
antibiotic target alteration; antibiotic target replacement,52.7533082,368259760
antibiotic target alteration,0.608960369,368259760
antibiotic target protection,0.54974037,368259760
antibiotic target protection,0.458959102,368259760
antibiotic target alteration,0.432960262,368259760
antibiotic target alteration,3.20094553,368259760
antibiotic inactivation,4.073624363,368259760
antibiotic target protection,0.234069142,368259760
antibiotic target protection,0.702207426,368259760
antibiotic target protection,0.546161331,368259760
antibiotic target protection,0.156046095,368259760
antibiotic target protection,0.468138284,368259760
antibiotic inactivation,0.832245838,368259760
antibiotic target protection,3.384236186,368259760
antibiotic inactivation,0.765283529,368259760
antibiotic inactivation,0.120907386,368259760
antibiotic efflux,0.317046033,368259760
antibiotic inactivation,0.430471985,368259760
antibiotic target alteration,0.627546233,368259760
antibiotic inactivation,4.842243777,368259764
antibiotic target replacement,1.452673133,368259764
antibiotic inactivation,1.74320776,368259764
antibiotic target protection,32.15367972,368259764
antibiotic inactivation,3.375930521,368259764
antibiotic inactivation,66.81284097,368259764
antibiotic efflux,1.356741889,368259764
antibiotic efflux,3.239068473,368259764
antibiotic target protection,0.916600639,368259764
antibiotic inactivation,1.254927052,368259764
antibiotic efflux,1.141386033,368259764
antibiotic inactivation,2.88784418,368259764
antibiotic inactivation,3.524868632,368259764
antibiotic inactivation,5.210675369,368259764
antibiotic inactivation,3.537875527,368259764
antibiotic efflux,2.048641598,368259764
antibiotic inactivation,0.865310711,368259764
antibiotic efflux,1.86167819,368259764
antibiotic target replacement,8.663532541,368259764
antibiotic efflux,0.966496238,368259764
antibiotic target protection,8.988415012,368259764
antibiotic efflux,1.86167819,368259764
antibiotic target alteration,2.693158056,368259764
antibiotic efflux,5.432092169,368259764
antibiotic target replacement,1.636116498,368259764
antibiotic inactivation,8.499683226,368259764
antibiotic inactivation,1.658761709,368259764
antibiotic inactivation,6.681284097,368259764
antibiotic efflux,1.611755494,368259764
antibiotic inactivation,0.616172409,368259764
antibiotic efflux,1.156810169,368259764
antibiotic efflux,2.271953241,368259764
antibiotic efflux,2.993260202,368259764
antibiotic target alteration,6.848316199,368259764
antibiotic target alteration,6.799746581,368259764
antibiotic target alteration,29.43574507,368259764
antibiotic target replacement,12.33704021,368259764
antibiotic efflux,1.177843081,368259764
antibiotic target alteration,0.982340438,368259764
antibiotic efflux,1.536481199,368259764
antibiotic inactivation,40.37806505,368259764
antibiotic efflux,2.839941552,368259764
antibiotic target replacement,17.97683002,368259764
antibiotic efflux,5.478652959,368259764
antibiotic efflux,4.236963305,368259764
antibiotic efflux,5.775688361,368259764
antibiotic inactivation,0.907920708,368259764
antibiotic target protection,10.78364719,368259764
antibiotic efflux,2.355686162,368259764
antibiotic target protection,4.132604603,368259764
antibiotic inactivation,4.264965605,368259764
antibiotic inactivation,1.587358059,368259764
antibiotic inactivation,4.688333828,368259764
antibiotic efflux,1.207511672,368259764
antibiotic efflux,1.868936195,368259764
antibiotic efflux,0.400152032,368259764
antibiotic target replacement,4.299391336,368259764
antibiotic target protection,17.84933477,368259764
antibiotic inactivation,1.808989185,368259764
antibiotic efflux,1.989137485,368259764
antibiotic target protection,2.188959516,368259764
antibiotic efflux,7.337481642,368259764
antibiotic inactivation,4.039737084,368259764
antibiotic target replacement,2.959148975,368259764
antibiotic efflux,1.847329996,368259764
antibiotic efflux,1.042135074,368259764
antibiotic efflux,2.873993609,368259764
antibiotic efflux,1.621099004,368259764
antibiotic efflux,2.483845254,368259764
antibiotic inactivation,1.248390974,368259764
antibiotic inactivation,0.87160388,368259764
antibiotic target alteration,3.850458907,368259764
antibiotic efflux,1.853281446,368259764
antibiotic target replacement,1.517032069,368259764
antibiotic inactivation,2.648520077,368259764
antibiotic efflux,2.755069735,368259764
antibiotic inactivation,2.1790097,368259764
antibiotic efflux,3.459458699,368259764
antibiotic inactivation,2.549904968,368259764
antibiotic target protection,2.247103753,368259764
antibiotic target alteration,1.749569832,368259764
antibiotic inactivation,24.14798063,368259764
antibiotic efflux,1.099500307,368259764
antibiotic inactivation,2.282772066,368259764
antibiotic efflux; reduced permeability to antibiotic,3.745172922,368259764
antibiotic efflux,0.673289514,368259764
antibiotic efflux,10.30190832,368259764
antibiotic efflux,0.53146578,368259764
antibiotic efflux,0.563978981,368259764
antibiotic efflux,1.2451484,368259764
antibiotic efflux,5.022098546,368259764
antibiotic target replacement,7.585160347,368259764
antibiotic inactivation,25.49904968,368259764
antibiotic inactivation,7.190732009,368259764
antibiotic efflux,2.969623839,368259764
antibiotic efflux,4.476403628,368259764
antibiotic inactivation,1.829702801,368259764
antibiotic efflux,1.198455335,368259764
antibiotic target alteration,1.484155213,368259764
antibiotic target protection,3.745172922,368259764
antibiotic efflux,5.190160899,368259764
antibiotic efflux,10.42135074,368259764
antibiotic efflux,13.08255336,368259764
antibiotic efflux,10.82020518,368259764
antibiotic inactivation,1.625024183,368259764
antibiotic efflux,1.762434316,368259764
antibiotic efflux,2.797950198,368259764
antibiotic inactivation,3.774662472,368259764
antibiotic efflux,2.964780086,368259764
antibiotic inactivation,1.724396165,368259764
antibiotic efflux,3.700205151,368259764
antibiotic inactivation,4.438723463,368259764
antibiotic inactivation,7.490345843,368259764
antibiotic inactivation,3.631682833,368259764
antibiotic inactivation,0.620961313,368259764
antibiotic efflux,18.02985902,368259764
antibiotic efflux,3.55097877,368259764
antibiotic efflux,2.402917965,368259764
antibiotic efflux,1.044405521,368259764
antibiotic target alteration; antibiotic efflux,0.501445747,368259764
antibiotic efflux,13.5291289,368259764
antibiotic efflux,3.452340471,368259764
antibiotic efflux,7.576441772,368259764
antibiotic efflux,2.542528194,368259764
antibiotic efflux,6.017348962,368259764
antibiotic inactivation,1.788739306,368259764
antibiotic inactivation,0.739787244,368259764
antibiotic efflux,1.872586461,368259764
antibiotic target alteration; antibiotic efflux,3.053389388,368259764
antibiotic inactivation,6.775719208,368259764
antibiotic target alteration; antibiotic target replacement,31.53287468,368259764
antibiotic inactivation,0.901094237,368259764
antibiotic target protection,1.123551876,368259764
antibiotic inactivation,2.219361731,368259764
antibiotic inactivation,1.693929802,368259764
antibiotic inactivation,17.06275392,368259764
antibiotic inactivation,6.029963949,368259764
antibiotic target alteration,2.572712705,368259764
antibiotic efflux,1.114842172,368259764
antibiotic efflux,1.653041841,368259764
antibiotic efflux,1.944755107,368259764
antibiotic efflux,1.839061895,368259764
antibiotic efflux,0.467234049,368259764
antibiotic efflux,2.159378982,368259764
antibiotic efflux,14.46411611,368259764
antibiotic efflux,2.121159885,368259764
antibiotic efflux,0.591829795,368259764
reduced permeability to antibiotic,2.556704714,368259764
antibiotic target alteration,1.250562089,368259764
reduced permeability to antibiotic,3.265545872,368259764
antibiotic target alteration,1.302668842,368259764
antibiotic inactivation,1.587358059,368259764
antibiotic target replacement,2.693158056,368259764
antibiotic inactivation,2.488142564,368259764
antibiotic inactivation,0.820859818,368259764
antibiotic inactivation,0.634103352,368259764
antibiotic inactivation,6.331462147,368259764
antibiotic inactivation,1.74320776,368259764
antibiotic inactivation,1.204477724,368259764
antibiotic inactivation,3.102796984,368259764
antibiotic inactivation,3.102796984,368259764
antibiotic inactivation,1.972765983,368259764
antibiotic inactivation,1.894791043,368259764
antibiotic efflux,15.53553212,368259764
antibiotic target alteration,19.03683564,368259764
antibiotic efflux,1.749569832,368259764
antibiotic target alteration; antibiotic target replacement,46.64586055,368259764
antibiotic target alteration,0.692748748,368259764
antibiotic target alteration,0.77319699,368259764
antibiotic target alteration,2.723762125,368259764
antibiotic inactivation,3.153829829,368259764
antibiotic inactivation,2.803404292,368259764
antibiotic target protection,0.374517292,368259764
antibiotic target protection,0.374517292,368259764
antibiotic inactivation,0.49935639,368259764
antibiotic target protection,2.652183314,368259764
antibiotic inactivation,3.673426314,368259764
antibiotic inactivation,6.964389355,368259764
antibiotic inactivation,0.668147549,368259770
antibiotic inactivation,2.551952444,368259770
antibiotic target protection,20.91356149,368259770
antibiotic inactivation,1.617434647,368259770
antibiotic inactivation,0.592711535,368259770
antibiotic inactivation,72.34385046,368259770
antibiotic inactivation,0.516125213,368259770
antibiotic inactivation,0.873291711,368259770
antibiotic efflux,0.619549148,368259770
antibiotic inactivation,0.870808417,368259770
antibiotic efflux,1.604721187,368259770
antibiotic efflux,0.433350415,368259770
antibiotic efflux,1.241490378,368259770
antibiotic target protection,0.966131135,368259770
antibiotic target alteration,0.169502376,368259770
antibiotic inactivation,2.1398359,368259770
antibiotic efflux,1.422769946,368259770
antibiotic efflux,0.126892663,368259770
antibiotic inactivation,0.274239666,368259770
antibiotic inactivation,0.166431681,368259770
antibiotic inactivation,0.968512072,368259770
antibiotic efflux,1.511789549,368259770
antibiotic inactivation,3.377584117,368259770
antibiotic efflux,4.564380058,368259770
antibiotic efflux,0.891944543,368259770
antibiotic efflux,0.683897925,368259770
antibiotic efflux,0.304879274,368259770
antibiotic efflux,0.772947134,368259770
antibiotic target replacement,2.767177349,368259770
antibiotic target protection,0.629248548,368259770
antibiotic efflux,0.392608068,368259770
antibiotic target alteration,0.534129581,368259770
antibiotic efflux,0.185222355,368259770
antibiotic efflux,5.263401915,368259770
antibiotic efflux,0.457066109,368259770
antibiotic efflux,8.118769635,368259770
antibiotic efflux,0.753035147,368259770
antibiotic target protection,1.1483786,368259770
antibiotic efflux,0.569443934,368259770
antibiotic inactivation,0.259520587,368259770
antibiotic target protection,0.351320413,368259770
antibiotic target replacement,0.581457519,368259770
antibiotic efflux,0.224621731,368259770
antibiotic efflux,0.260995136,368259770
antibiotic inactivation,0.339004753,368259770
antibiotic target alteration,0.860208689,368259770
antibiotic efflux,3.296573128,368259770
antibiotic efflux,2.459054817,368259770
antibiotic target replacement,0.70548856,368259770
antibiotic efflux,0.20785133,368259770
antibiotic inactivation,0.320105533,368259770
antibiotic inactivation,0.501110662,368259770
antibiotic inactivation,0.210229492,368259770
antibiotic inactivation,1.140234071,368259770
antibiotic inactivation,0.208796109,368259770
antibiotic inactivation,0.31789027,368259770
antibiotic inactivation,6.082005127,368259770
antibiotic efflux,3.196517752,368259770
antibiotic efflux,2.105360766,368259770
antibiotic efflux,2.250424922,368259770
antibiotic efflux,0.665084131,368259770
antibiotic efflux,3.265531563,368259770
antibiotic efflux,10.98736873,368259770
antibiotic target alteration,1.499923069,368259770
antibiotic target alteration,11.23945012,368259770
antibiotic inactivation,0.318994055,368259770
antibiotic target alteration,13.86113117,368259770
antibiotic target replacement,10.47051076,368259770
antibiotic inactivation,0.341525234,368259770
antibiotic inactivation,0.334073774,368259770
antibiotic inactivation,0.342799582,368259770
antibiotic inactivation,0.334073774,368259770
antibiotic inactivation,0.530428914,368259770
antibiotic efflux,1.054633408,368259770
antibiotic inactivation,0.624967945,368259770
antibiotic target alteration,0.376517574,368259770
antibiotic efflux,0.294456051,368259770
antibiotic target alteration,0.187490384,368259770
antibiotic inactivation,0.338588285,368259770
antibiotic inactivation,54.99045911,368259770
antibiotic efflux,0.218738781,368259770
antibiotic efflux,3.047829459,368259770
antibiotic target replacement,30.51405993,368259770
antibiotic inactivation,0.665726724,368259770
antibiotic target alteration,1.186954625,368259770
antibiotic efflux,2.537369858,368259770
antibiotic inactivation,2.778994476,368259770
antibiotic inactivation,0.304206252,368259770
antibiotic inactivation,1.236715415,368259770
antibiotic efflux,3.363937312,368259770
antibiotic efflux,6.751912731,368259770
antibiotic efflux,1.203063295,368259770
antibiotic inactivation,1.043980545,368259770
antibiotic inactivation,0.165830845,368259770
antibiotic target alteration,1.943409938,368259770
antibiotic target protection,6.387709184,368259770
antibiotic efflux,8.873834634,368259770
antibiotic efflux,0.902902093,368259770
antibiotic target protection,2.262814975,368259770
antibiotic inactivation,1.216825006,368259770
antibiotic efflux,0.998590087,368259770
antibiotic efflux,2.591671548,368259770
antibiotic inactivation,1.440474899,368259770
antibiotic target alteration,0.562471151,368259770
antibiotic inactivation,0.449243462,368259770
antibiotic inactivation,1.688792058,368259770
antibiotic efflux,0.231411305,368259770
antibiotic efflux,1.343132865,368259770
antibiotic efflux,0.115029576,368259770
antibiotic target replacement,1.785222337,368259770
antibiotic target protection,0.90753324,368259770
antibiotic inactivation,0.693360664,368259770
antibiotic efflux,1.906022572,368259770
antibiotic efflux,0.667338654,368259770
antibiotic target protection,0.838998064,368259770
antibiotic efflux,9.72606365,368259770
antibiotic efflux,0.204610886,368259770
antibiotic inactivation,0.258062607,368259770
antibiotic inactivation,0.172041738,368259770
antibiotic target replacement,1.417751358,368259770
antibiotic inactivation,1.746583422,368259770
antibiotic target protection,4.793232416,368259770
antibiotic efflux,2.433943082,368259770
antibiotic inactivation,0.328108171,368259770
antibiotic efflux,0.798872069,368259770
antibiotic inactivation,2.072262135,368259770
antibiotic efflux,1.762499529,368259770
antibiotic efflux,0.621344943,368259770
antibiotic efflux,0.833020746,368259770
antibiotic inactivation,0.768146221,368259770
antibiotic inactivation,0.360747204,368259770
antibiotic efflux,0.575628371,368259770
antibiotic inactivation,0.69598703,368259770
antibiotic target alteration,2.582698859,368259770
antibiotic efflux,0.947116371,368259770
antibiotic inactivation,0.663323379,368259770
antibiotic inactivation,0.214650206,368259770
antibiotic target replacement,0.408312391,368259770
antibiotic target protection,0.206915063,368259770
antibiotic inactivation,1.396676675,368259770
antibiotic efflux,3.035943424,368259770
antibiotic efflux,0.276301618,368259770
antibiotic target protection,0.262486537,368259770
antibiotic target alteration,1.870661972,368259770
antibiotic inactivation,0.307258488,368259770
antibiotic efflux,1.704809468,368259770
antibiotic efflux; reduced permeability to antibiotic,2.204886911,368259770
antibiotic efflux,0.467533272,368259770
antibiotic inactivation,1.060041784,368259770
antibiotic target protection,0.465873671,368259770
antibiotic efflux,0.35244356,368259770
antibiotic target protection,1.495562827,368259770
antibiotic inactivation,1.628905815,368259770
antibiotic inactivation,6.678513842,368259770
antibiotic efflux,2.281401612,368259770
antibiotic target protection,2.224983537,368259770
antibiotic target protection,0.143323382,368259770
antibiotic target alteration,2.849990685,368259770
antibiotic inactivation,48.16334127,368259770
antibiotic target protection,0.419499032,368259770
antibiotic efflux,1.522217247,368259770
antibiotic efflux,0.842846679,368259770
antibiotic inactivation,0.570622907,368259770
antibiotic efflux,0.238005927,368259770
antibiotic efflux; reduced permeability to antibiotic,0.717736625,368259770
antibiotic inactivation,0.344083476,368259770
antibiotic efflux,1.16128173,368259770
antibiotic efflux,12.50383576,368259770
antibiotic efflux,1.729323068,368259770
antibiotic efflux,0.238624125,368259770
antibiotic inactivation,1.913964333,368259770
antibiotic efflux,5.424721766,368259770
antibiotic target replacement,1.453643797,368259770
antibiotic inactivation,43.32889468,368259770
antibiotic inactivation,2.78394812,368259770
antibiotic target replacement,0.581457519,368259770
antibiotic efflux,0.134313287,368259770
antibiotic inactivation,5.359100132,368259770
antibiotic efflux,3.577250151,368259770
antibiotic inactivation,1.38150809,368259770
antibiotic efflux,3.353499476,368259770
antibiotic inactivation,6.662349128,368259770
antibiotic efflux,2.641270779,368259770
antibiotic efflux,0.450344549,368259770
antibiotic target protection,0.28709465,368259770
antibiotic efflux,1.15802884,368259770
antibiotic efflux,4.521175589,368259770
antibiotic efflux,10.55652377,368259770
antibiotic efflux,0.714017782,368259770
antibiotic efflux,2.919975946,368259770
antibiotic efflux,2.246827695,368259770
antibiotic efflux,16.83393191,368259770
antibiotic efflux,1.218438833,368259770
antibiotic efflux,11.40489836,368259770
antibiotic efflux,0.653548797,368259770
antibiotic efflux,1.373181739,368259770
antibiotic target protection,0.429300411,368259770
antibiotic inactivation,1.557123525,368259770
antibiotic efflux,1.463619784,368259770
antibiotic efflux,15.49958846,368259770
antibiotic target alteration,1.136204975,368259770
antibiotic efflux,1.203063295,368259770
antibiotic inactivation,0.160052767,368259770
antibiotic efflux,0.813011398,368259770
antibiotic inactivation,0.800263833,368259770
antibiotic efflux,4.915239143,368259770
antibiotic inactivation,1.085082141,368259770
antibiotic efflux,1.640540857,368259770
antibiotic efflux,2.972016928,368259770
antibiotic inactivation,2.148046302,368259770
antibiotic efflux,0.787909845,368259770
antibiotic efflux,0.098785256,368259770
antibiotic efflux,0.605548037,368259770
antibiotic inactivation,1.488638925,368259770
antibiotic efflux,0.114266527,368259770
antibiotic target protection,1.70921466,368259770
antibiotic inactivation,0.346680332,368259770
antibiotic inactivation,0.103808235,368259770
antibiotic inactivation,3.827928666,368259770
antibiotic inactivation,0.174658342,368259770
antibiotic efflux,3.980328636,368259770
antibiotic inactivation,0.69598703,368259770
antibiotic target protection,0.524973074,368259770
antibiotic inactivation,1.312432685,368259770
antibiotic inactivation,1.754086644,368259770
antibiotic efflux,24.39034194,368259770
antibiotic efflux,0.237595572,368259770
