Sample,Group,AMR Gene Family,Drug Class,RPKM
368259770,glycopeptide antibiotic,Bleomycin resistant protein,glycopeptide antibiotic,1.50607
368259770,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,0.353347
368259770,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic,9.195829
368259770,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic,3.765176
368259770,penam,ARL Beta-lactamase,penam,0.64926
368259770,Multi-drug resistance,multidrug and toxic compound extrusion (MATE) transporter,fluoroquinolone antibiotic; aminoglycoside antibiotic; disinfecting agents and antiseptics,1.633677
368259770,lincosamide antibiotic,lincosamide nucleotidyltransferase (LNU),lincosamide antibiotic,0.1714
368259770,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,4.111479
368259770,Multi-drug resistance,ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,1.755483
368259770,phosphonic acid antibiotic,fosfomycin thiol transferase,phosphonic acid antibiotic,1.312433
368259770,penam,ARL Beta-lactamase,penam,2.27241
368259770,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin,6.455513
368259770,Multi-drug resistance,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic; disinfecting agents and antiseptics,0.78235
368259770,aminoglycoside antibiotic,APH(2''),aminoglycoside antibiotic,0.154145
368259770,Multi-drug resistance,NPS beta-lactamase,cephalosporin; penam,0.703987
368259770,Multi-drug resistance,LAP beta-lactamase,cephalosporin; penam; penem,0.321225
368259770,rifamycin antibiotic,rifamycin-resistant beta-subunit of RNA polymerase (rpoB),rifamycin antibiotic,33.17758
368259770,sulfonamide antibiotic,sulfonamide resistant sul,sulfonamide antibiotic,3.030444
368259770,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.345377
368259770,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,1.20882
368259770,peptide antibiotic,lipid A acyltransferase; polymyxin resistance operon,peptide antibiotic,0.670586
368259770,tetracycline antibiotic,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,0.358868
368259770,Multi-drug resistance,RSA beta-lactamase,carbapenem; cephalosporin,0.321225
368259770,phenicol antibiotic,chloramphenicol acetyltransferase (CAT),phenicol antibiotic,2.126627
368259770,phenicol antibiotic,chloramphenicol acetyltransferase (CAT),phenicol antibiotic,0.850651
368259770,Multi-drug resistance,Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic,1.607307
368259770,penam,ARL Beta-lactamase,penam,2.59704
368259770,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,3.316617
368259770,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.165831
368259770,peptide antibiotic,lipid A phosphatase,peptide antibiotic,0.581458
368259770,penam,CME beta-lactamase,penam,0.310373
368259770,Multi-drug resistance,General Bacterial Porin with reduced permeability to beta-lactams,monobactam; carbapenem; cephalosporin; cephamycin; penam; penem,2.817355
368259770,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.167037
368259770,macrolide antibiotic,macrolide phosphotransferase (MPH),macrolide antibiotic,18.68548
368259770,macrolide antibiotic,macrolide phosphotransferase (MPH),macrolide antibiotic,9.100359
368259770,diaminopyrimidine antibiotic,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic,0.290729
368259770,peptide antibiotic,intrinsic colistin resistant phosphoethanolamine transferase,peptide antibiotic,34.67734
368259770,fluoroquinolone antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,0.633588
368259770,Multi-drug resistance,major facilitator superfamily (MFS) antibiotic efflux pump,macrolide antibiotic; disinfecting agents and antiseptics,0.372699
368259770,Multi-drug resistance,major facilitator superfamily (MFS) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem,0.704887
368259770,disinfecting agents and antiseptics,major facilitator superfamily (MFS) antibiotic efflux pump,disinfecting agents and antiseptics,13.85974
368259770,aminoglycoside antibiotic,APH(3'),aminoglycoside antibiotic,0.530021
368259770,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; oxazolidinone antibiotic; glycopeptide antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,4.878068
368259770,phenicol antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic,1.247621
368259770,peptide antibiotic,General Bacterial Porin with reduced permeability to peptide antibiotics,peptide antibiotic,4.654761
368259770,peptide antibiotic,pmr phosphoethanolamine transferase,peptide antibiotic,1.198308
368259770,peptide antibiotic,Intrinsic peptide antibiotic resistant Lps,peptide antibiotic,0.625819
368259770,peptide antibiotic,pmr phosphoethanolamine transferase,peptide antibiotic,0.499295
368259770,Multi-drug resistance,ATP-binding cassette (ABC) antibiotic efflux pump,peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic,1.114646
368259770,peptide antibiotic,pmr phosphoethanolamine transferase,peptide antibiotic,5.946961
368259770,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump; Outer Membrane Porin (Opr),macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics,1.499049
368259770,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,7.408894
368259770,diaminopyrimidine antibiotic,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic,1.162915
368259770,disinfecting agents and antiseptics,small multidrug resistance (SMR) antibiotic efflux pump,disinfecting agents and antiseptics,2.482981
368259770,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.164054
368259770,Multi-drug resistance,ACT beta-lactamase,carbapenem; cephalosporin; cephamycin; penam,0.120249
368259770,Multi-drug resistance,ACT beta-lactamase,carbapenem; cephalosporin; cephamycin; penam,0.240498
368259770,penam,CARB beta-lactamase,penam,0.31789
368259770,cephalosporin,CMA beta-lactamase,cephalosporin,0.733008
368259770,cephalosporin,CMH beta-lactamase,cephalosporin,0.480996
368259770,Multi-drug resistance,DHA beta-lactamase,cephalosporin; cephamycin,0.725292
368259770,Multi-drug resistance,EBR beta-lactamase,carbapenem; cephalosporin; penam,0.973202
368259770,Multi-drug resistance,GES beta-lactamase,carbapenem; cephalosporin; penam,0.159497
368259770,Multi-drug resistance,MOX beta-lactamase,cephalosporin; cephamycin; penam,0.358868
368259770,Multi-drug resistance,MOX beta-lactamase,cephalosporin; cephamycin; penam,1.076605
368259770,Multi-drug resistance,OKP beta-lactamase,cephalosporin; penam,0.320106
368259770,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.167037
368259770,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,1.386721
368259770,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.994985
368259770,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.167037
368259770,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.167037
368259770,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.167037
368259770,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.167037
368259770,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.860209
368259770,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,1.040041
368259770,Multi-drug resistance,PER beta-lactamase,monobactam; carbapenem; cephalosporin; penam; penem,0.445972
368259770,carbapenem,PST beta-lactamase,carbapenem,1.323235
368259770,carbapenem,PST beta-lactamase,carbapenem,0.378067
368259770,carbapenem,RSA2 beta-lactamase,carbapenem,3.10173
368259770,carbapenem,SGM beta-lactamase,carbapenem,5.05708
368259770,peptide antibiotic,MCR phosphoethanolamine transferase,peptide antibiotic,0.085065
368259770,Multi-drug resistance,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic; aminoglycoside antibiotic; penam; tetracycline antibiotic; disinfecting agents and antiseptics,0.202357
368259770,disinfecting agents and antiseptics,small multidrug resistance (SMR) antibiotic efflux pump,disinfecting agents and antiseptics,0.425325
368259770,disinfecting agents and antiseptics,small multidrug resistance (SMR) antibiotic efflux pump,disinfecting agents and antiseptics,3.402603
368259770,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics,2.542042
368259770,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics,1.509606
368259770,mupirocin-like antibiotic,antibiotic-resistant isoleucyl-tRNA synthetase (ileS),mupirocin-like antibiotic,13.4323
368259770,mupirocin-like antibiotic,antibiotic-resistant isoleucyl-tRNA synthetase (ileS),mupirocin-like antibiotic,0.672222
368259770,Multi-drug resistance,Erm 23S ribosomal RNA methyltransferase,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic,0.376518
368259770,peptide antibiotic,ATP-binding cassette (ABC) antibiotic efflux pump,peptide antibiotic,0.167647
368259770,carbapenem,HMB beta-lactamase,carbapenem,0.379629
368259770,rifamycin antibiotic,rifamycin-resistant beta-subunit of RNA polymerase (rpoB),rifamycin antibiotic,44.96768
368259770,Multi-drug resistance,sal-type ABC-F protein,lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; pleuromutilin antibiotic,1.013275
368259770,glycopeptide antibiotic,vanS; glycopeptide resistance gene cluster,glycopeptide antibiotic,0.398282
368259770,glycopeptide antibiotic,glycopeptide resistance gene cluster; vanR,glycopeptide antibiotic,1.374128
368259770,macrolide antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,macrolide antibiotic,0.23083
368259770,Multi-drug resistance,Erm 23S ribosomal RNA methyltransferase,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin B antibiotic,0.52199
368259770,Multi-drug resistance,PRC beta-lactamase,cephalosporin; penam,2.538521
368259770,tetracycline antibiotic,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,0.215321
368259770,tetracycline antibiotic,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,0.645963
368259770,tetracycline antibiotic,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,0.071774
368259770,tetracycline antibiotic,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,0.071774
368259770,peptide antibiotic,MCR phosphoethanolamine transferase,peptide antibiotic,0.167647
368259770,aminoglycoside antibiotic,aminoglycoside bifunctional resistance protein,aminoglycoside antibiotic,0.191396
368259770,rifamycin antibiotic,rifampin monooxygenase,rifamycin antibiotic,1.059301
368259770,rifamycin antibiotic,rifampin monooxygenase,rifamycin antibiotic,2.22892
368259770,rifamycin antibiotic,helicase-like RNA polymerase protection protein,rifamycin antibiotic,4.320318
368259770,lincosamide antibiotic,lincosamide nucleotidyltransferase (LNU),lincosamide antibiotic,2.463954
368259770,macrolide antibiotic,macrolide phosphotransferase (MPH),macrolide antibiotic,1.668347
368259770,aminoglycoside antibiotic,aminoglycoside bifunctional resistance protein,aminoglycoside antibiotic,0.593989
368259776,fusidane antibiotic,Target protecting FusB-type protein conferring resistance to Fusidic acid,fusidane antibiotic,0.414004
368259776,lincosamide antibiotic,lincosamide nucleotidyltransferase (LNU),lincosamide antibiotic,6.01584
368259776,Multi-drug resistance,msr-type ABC-F protein,macrolide antibiotic; streptogramin antibiotic,14.76615
368259776,phosphonic acid antibiotic,fosfomycin thiol transferase,phosphonic acid antibiotic,1.559805
368259776,Multi-drug resistance,major facilitator superfamily (MFS) antibiotic efflux pump,nucleoside antibiotic; disinfecting agents and antiseptics,1.811798
368259776,Multi-drug resistance,TEM beta-lactamase,monobactam; cephalosporin; penam; penem,85.20122
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; penam,0.161085
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; penam,0.682828
368259776,phenicol antibiotic,chloramphenicol acetyltransferase (CAT),phenicol antibiotic,0.419891
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic; aminocoumarin antibiotic,1.837709
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; tetracycline antibiotic,1.295521
368259776,Multi-drug resistance,ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic; cephalosporin; penam; tetracycline antibiotic; peptide antibiotic; disinfecting agents and antiseptics,2.993139
368259776,Multi-drug resistance,vga-type ABC-F protein,lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; pleuromutilin antibiotic,0.762306
368259776,tetracycline antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,0.619559
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,glycylcycline; tetracycline antibiotic,0.8566
368259776,Multi-drug resistance,OCH beta-lactamase,monobactam; cephalosporin; cephamycin; penam; penem,0.226591
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,0.183811
368259776,phenicol antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic,0.316418
368259776,cephamycin,CfxA beta-lactamase,cephamycin,0.800575
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic,3.700884
368259776,aminoglycoside antibiotic,APH(3'),aminoglycoside antibiotic,4.722998
368259776,Multi-drug resistance,Erm 23S ribosomal RNA methyltransferase,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic,0.343399
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,4.776367
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,2.044544
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic; cephalosporin; cephamycin; penam,2.366371
368259776,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.479767
368259776,fluoroquinolone antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,0.946181
368259776,fluoroquinolone antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,0.219843
368259776,Multi-drug resistance,multidrug and toxic compound extrusion (MATE) transporter,glycylcycline; tetracycline antibiotic,0.294016
368259776,aminocoumarin antibiotic,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic,0.63892
368259776,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.644341
368259776,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.166536
368259776,aminoglycoside antibiotic,ANT(6),aminoglycoside antibiotic,0.621733
368259776,diaminopyrimidine antibiotic,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic,5.070306
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; penam,0.378619
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,glycylcycline; tetracycline antibiotic,1.071737
368259776,penam,CARB beta-lactamase,penam,0.145241
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem,4.614423
368259776,macrolide antibiotic,ATP-binding cassette (ABC) antibiotic efflux pump,macrolide antibiotic,7.211377
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics,1.452409
368259776,tetracycline antibiotic,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,3.737683
368259776,penam,CARB beta-lactamase,penam,0.444466
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; tetracycline antibiotic,2.379669
368259776,fluoroquinolone antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,0.172033
368259776,Multi-drug resistance,vga-type ABC-F protein,lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; pleuromutilin antibiotic,0.508204
368259776,lincosamide antibiotic,ATP-binding cassette (ABC) antibiotic efflux pump,lincosamide antibiotic,0.092675
368259776,Multi-drug resistance,small multidrug resistance (SMR) antibiotic efflux pump,macrolide antibiotic; aminocoumarin antibiotic,1.610853
368259776,diaminopyrimidine antibiotic,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic,3.08407
368259776,phosphonic acid antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,phosphonic acid antibiotic,0.433237
368259776,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.805427
368259776,Multi-drug resistance,NDM beta-lactamase,carbapenem; cephalosporin; cephamycin; penam,0.980778
368259776,Multi-drug resistance,Erm 23S ribosomal RNA methyltransferase,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic,0.497736
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,7.864127
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic,3.414871
368259776,penam,methicillin resistant PBP2,penam,0.302379
368259776,peptide antibiotic,pmr phosphoethanolamine transferase,peptide antibiotic,0.323346
368259776,aminoglycoside antibiotic,AAC(6'),aminoglycoside antibiotic,0.661171
368259776,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.322171
368259776,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.644341
368259776,Multi-drug resistance,AIM beta-lactamase,cephalosporin; cephamycin; penam,1.165749
368259776,penam,BlaZ beta-lactamase,penam,2.513388
368259776,Multi-drug resistance,TEM beta-lactamase,monobactam; cephalosporin; penam; penem,10.1871
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,2.584077
368259776,aminocoumarin antibiotic,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic,2.170242
368259776,Multi-drug resistance,tetracycline inactivation enzyme,glycylcycline; tetracycline antibiotic,0.455511
368259776,Multi-drug resistance,PER beta-lactamase,monobactam; carbapenem; cephalosporin; penam; penem,4.300821
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,glycylcycline; tetracycline antibiotic,0.769664
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; penam,3.359125
368259776,diaminopyrimidine antibiotic,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic,0.4663
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic,9.574595
368259776,Multi-drug resistance,Erm 23S ribosomal RNA methyltransferase,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic,2.350531
368259776,Multi-drug resistance,Erm 23S ribosomal RNA methyltransferase,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic,12.88111
368259776,Multi-drug resistance,LCR beta-lactamase,cephalosporin; penam,0.339452
368259776,aminoglycoside antibiotic,ANT(6),aminoglycoside antibiotic,0.461442
368259776,Multi-drug resistance,PER beta-lactamase,monobactam; carbapenem; cephalosporin; penam; penem,3.440657
368259776,macrolide antibiotic,Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,macrolide antibiotic,6.580568
368259776,penam,methicillin resistant PBP2,penam,0.714491
368259776,Multi-drug resistance,Erm 23S ribosomal RNA methyltransferase,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic,15.23245
368259776,sulfonamide antibiotic,sulfonamide resistant sul,sulfonamide antibiotic,12.70323
368259776,rifamycin antibiotic,rifampin phosphotransferase,rifamycin antibiotic,0.716141
368259776,tetracycline antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,0.781081
368259776,tetracycline antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,0.565031
368259776,penam,RCP beta-lactamase,penam,0.6027
368259776,Multi-drug resistance,CGB beta-lactamase,carbapenem; cephalosporin; penam,0.182298
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic; aminocoumarin antibiotic,0.567929
368259776,macrolide antibiotic,macrolide esterase,macrolide antibiotic,0.979573
368259776,aminoglycoside antibiotic,APH(6),aminoglycoside antibiotic,31.27884
368259776,phenicol antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic,3.674043
368259776,sulfonamide antibiotic,sulfonamide resistant sul,sulfonamide antibiotic,30.05967
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,2.025072
368259776,aminoglycoside antibiotic,APH(3'),aminoglycoside antibiotic,0.170379
368259776,tetracycline antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,2.013566
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,8.752949
368259776,fluoroquinolone antibiotic,quinolone resistance protein (qnr),fluoroquinolone antibiotic,5.461454
368259776,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,1.510175
368259776,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.319844
368259776,Multi-drug resistance,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,0.538911
368259776,Multi-drug resistance,msr-type ABC-F protein,macrolide antibiotic; streptogramin antibiotic; streptogramin B antibiotic,6.522473
368259776,aminocoumarin antibiotic,ATP-binding cassette (ABC) antibiotic efflux pump,aminocoumarin antibiotic,10.06783
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; tetracycline antibiotic,1.959146
368259776,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,1.703787
368259776,Multi-drug resistance,msr-type ABC-F protein,macrolide antibiotic; streptogramin antibiotic,5.128147
368259776,macrolide antibiotic,macrolide phosphotransferase (MPH),macrolide antibiotic,5.720662
368259776,Multi-drug resistance,major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; cephalosporin; cephamycin; penam; tetracycline antibiotic,2.568027
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; aminoglycoside antibiotic,3.835178
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic; cephalosporin; cephamycin; penam,0.750821
368259776,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.328137
368259776,Multi-drug resistance,Erm 23S ribosomal RNA methyltransferase,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic,0.72324
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,glycylcycline; tetracycline antibiotic,1.11583
368259776,aminocoumarin antibiotic,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic,1.813387
368259776,Multi-drug resistance,major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic,0.073954
368259776,penam,methicillin resistant PBP2,penam,1.456751
368259776,tetracycline antibiotic,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,0.605906
368259776,tetracycline antibiotic,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,0.346082
368259776,aminoglycoside antibiotic,ANT(4'),aminoglycoside antibiotic,0.878938
368259776,fluoroquinolone antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,4.504928
368259776,aminoglycoside antibiotic,APH(3'),aminoglycoside antibiotic,0.668656
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic; aminocoumarin antibiotic,1.654299
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; penam,0.10726
368259776,fluoroquinolone antibiotic,quinolone resistance protein (qnr),fluoroquinolone antibiotic,0.404552
368259776,phenicol antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic,11.41363
368259776,Multi-drug resistance,multidrug and toxic compound extrusion (MATE) transporter,fluoroquinolone antibiotic; disinfecting agents and antiseptics,2.269186
368259776,aminoglycoside antibiotic,ANT(2''),aminoglycoside antibiotic,0.497736
368259776,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,0.671189
368259776,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.829559
