COG20_FUNCTION	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	gene_clusters_ids	p_Reference	p_Chennai	N_Reference	N_Chennai
Precorrin-2 methylase (CobF) (PDB:2QBU)	0	1	1	NA	COG2243	GC_00000589, GC_00001048	1	1	39	18
Phenylalanyl-tRNA synthetase beta subunit (PheT) (PDB:3L4G)!!!tRNA-binding EMAP/Myf domain (EMAP) (PDB:1MKH)	0	1	1	NA	COG0072!!!COG0073	GC_00000449	1	1	39	18
Fructoselysine-6-P-deglycase FrlB or related protein, duplicated sugar isomerase (SIS) domain (AgaS) (PDB:3C3J) (PUBMED:16153181)	0	1	1	NA	COG2222	GC_00000601	1	1	39	18
Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family (PpiB) (PDB:4DGD)	0	1	1	NA	COG0652	GC_00000641, GC_00001086	1	1	39	18
Phosphotransferase system IIA component (NagE) (PDB:1AX3)	0	1	1	NA	COG2190	GC_00000457, GC_00000466	1	1	39	18
Biotin-(acetyl-CoA carboxylase) ligase (BirA2) (PDB:1BIA) (PUBMED:32188788)	0	1	1	NA	COG0340	GC_00000551	1	1	39	18
Nucleotide-binding universal stress protein,  UspA family (UspA) (PDB:1JMV)	0	1	1	NA	COG0589	GC_00000254, GC_00001617	1	1	39	18
UDP-N-acetylmuramoylalanine-D-glutamate ligase (MurD) (PDB:1E0D)	0	1	1	NA	COG0771	GC_00000547	1	1	39	18
Putative translation regulator, IMPACT (imprinted ancient) protein family (YIH1) (PDB:1VI7) (PUBMED:15126500)	0	1	1	NA	COG1739	GC_00000554	1	1	39	18
Voltage-gated potassium channel Kch (Kch) (PDB:3FWZ)	0	1	1	NA	COG1226	GC_00000055	1	1	39	18
tRNA G46 N7-methylase TrmB (TrmB) (PDB:1YZH) (PUBMED:19373903;16600901)	0	1	1	NA	COG0220	GC_00000618	1	1	39	18
Superfamily II DNA or RNA helicase (SSL2) (PDB:6JDE)	0	1	1	NA	COG1061	GC_00001457, GC_00001625, GC_00002273, GC_00002309	1	1	39	18
Uncharacterized conserved protein, DUF58 family, contains vWF domain (YeaD2)	0	1	1	NA	COG1721	GC_00001343, GC_00001594, GC_00003218	1	1	39	18
Phosphotransferase system sorbitol-specific IIA component (SrlB) (PDB:2F9H)	0	1	1	NA	COG3731	GC_00000199, GC_00001966	1	1	39	18
ABC-type hemin transport system, periplasmic component (ChuT) (PDB:3MD9)	0	1	1	NA	COG4558	GC_00000012, GC_00002491	1	1	39	18
DNA-binding nucleoid-associated protein YbaB/EfbC (YbaB) (PDB:1J8B) (PUBMED:19594923;22544270)	0	1	1	NA	COG0718	GC_00000599	1	1	39	18
Cytochrome bd-type quinol oxidase, subunit 1 (AppC) (PDB:5DOQ)	0	1	1	NA	COG1271	GC_00000576	1	1	39	18
tRNA A37 N6-isopentenylltransferase MiaA (MiaA) (PDB:2ZM5)	0	1	1	NA	COG0324	GC_00000275	1	1	39	18
MraZ, DNA-binding transcriptional regulator and inhibitor of RsmH methyltransferase activity (MraZ) (PDB:1N0E)	0	1	1	NA	COG2001	GC_00000201	1	1	39	18
Molecular chaperone DnaK (HSP70) (DnaK) (PDB:3I33)	0	1	1	NA	COG0443	GC_00000038, GC_00001176	1	1	39	18
Mn-dependent transcriptional regulator MntR, DtxR family (MntR) (PDB:1B1B)	0	1	1	NA	COG1321	GC_00000265	1	1	39	18
Imidazoleglycerol phosphate synthase glutamine amidotransferase subunit HisH (HisH) (PDB:1OX4)	0	1	1	NA	COG0118	GC_00000676	1	1	39	18
CubicO group peptidase, beta-lactamase class C family (AmpC) (PDB:1BLS)	0	1	1	NA	COG1680	GC_00001221, GC_00002037	1	1	39	18
5-formyltetrahydrofolate cyclo-ligase (FAU1) (PDB:1SBQ)	0	1	1	NA	COG0212	GC_00000603	1	1	39	18
ABC-type glycerol-3-phosphate transport system, permease component (UgpE) (PDB:1VR4)	0	1	1	NA	COG0395	GC_00000114, GC_00000356, GC_00000783, GC_00000925, GC_00001416, GC_00001441, GC_00002002, GC_00002083, GC_00002344	1	1	39	18
NADH:ubiquinone oxidoreductase 49 kD subunit (chain D) (NuoD) (PDB:2FUG)	0	1	1	NA	COG0649	GC_00000521, GC_00001605	1	1	39	18
L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily (RspA) (PDB:1BKH)	0	1	1	NA	COG4948	GC_00000366	1	1	39	18
Putative cell wall-binding domain (amidase enhancer), LytB superfamily (LytB) (PDB:5J6Q)	0	1	1	NA	COG2247	GC_00000097	1	1	39	18
1-acyl-sn-glycerol-3-phosphate acyltransferase (PlsC) (PDB:1IUQ)	0	1	1	NA	COG0204	GC_00000158, GC_00000166, GC_00000337, GC_00001012	1	1	39	18
ABC-type Fe3+-siderophore transport system, permease component (FepD) (PDB:2NQ2)	0	1	1	NA	COG0609	GC_00000497, GC_00000628, GC_00000916, GC_00001121, GC_00001253, GC_00001641, GC_00002077, GC_00002488	1	1	39	18
Prolipoprotein diacylglyceryltransferase (Lgt) (PDB:5AZB)	0	1	1	NA	COG0682	GC_00000277	1	1	39	18
Uncharacterized conserved protein, phosphatidylethanolamine-binding protein (PEBP) family (PEBP) (PDB:1A44)	0	1	1	NA	COG1881	GC_00000607	1	1	39	18
Glycosidase/amylase (phosphorylase) (AmyA) (PDB:2P67) (PUBMED:29684280)	0	1	1	NA	COG0366	GC_00000033, GC_00000703, GC_00001162, GC_00001163, GC_00001782	1	1	39	18
Ribose/xylose/arabinose/galactoside ABC-type transport system, permease component (AraH)	0	1	1	NA	COG1172	GC_00000167	1	1	39	18
Signal recognition particle GTPase (Ffh) (PDB:2V3C)	0	1	1	NA	COG0541	GC_00000363	1	1	39	18
Penicillin-binding protein 1B/1F, peptidoglycan  transglycosylase/transpeptidase (MrcB) (PDB:3FWL)	0	1	1	NA	COG0744	GC_00001073, GC_00001809	1	1	39	18
Uncharacterized membrane protein YjjP, DUF1212 family (YjjP)!!!Uncharacterized membrane protein YjjB, DUF3815 family (YjjB)	0	1	1	NA	COG2966!!!COG3610	GC_00001567, GC_00001916, GC_00002089	1	1	39	18
Pyrimidine operon attenuation protein PyrR/uracil phosphoribosyltransferase (PyrR) (PDB:1A3C)	0	1	1	NA	COG2065	GC_00000563	1	1	39	18
Nicotinamide mononucleotide (NMN) deamidase PncC (PncC) (PDB:2A9S)	0	1	1	NA	COG1546	GC_00000583	1	1	39	18
Single-stranded DNA-binding protein (Ssb) (PDB:1EQQ)	0	1	1	NA	COG0629	GC_00000741, GC_00000757, GC_00002509	1	1	39	18
Ser/Thr protein kinase RdoA involved in Cpx stress response, MazF antagonist (SrkA) (PDB:1ZYL)	0	1	1	NA	COG2334	GC_00001046, GC_00001257	1	1	39	18
DNA-binding transcriptional regulator, ArsR family (ArsR) (PDB:3F6V)	0	1	1	NA	COG0640	GC_00000318, GC_00002591, GC_00002617, GC_00002699	1	1	39	18
Glycine cleavage system protein H (lipoate-binding) (GcvH) (PDB:1DXM)	0	1	1	NA	COG0509	GC_00000552, GC_00000912	1	1	39	18
Uroporphyrinogen-III decarboxylase HemE (HemE) (PDB:2DG5)	0	1	1	NA	COG0407	GC_00000701	1	1	39	18
16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity) (RsmA) (PDB:1QYR)	0	1	1	NA	COG0030	GC_00000283, GC_00003219	1	1	39	18
FoF1-type ATP synthase, gamma subunit (AtpG) (PDB:3OAA) (PUBMED:15326535)	0	1	1	NA	COG0224	GC_00000302	1	1	39	18
Phosphoribosylamine-glycine ligase (PurD) (PDB:1GSO)	0	1	1	NA	COG0151	GC_00000661	1	1	39	18
ATP-dependent helicase YprA,  contains C-terminal metal-binding DUF1998 domain (YprA)	0	1	1	NA	COG1205	GC_00001167, GC_00001618	1	1	39	18
Predicted transcriptional regulator YheO, contains PAS and DNA-binding HTH domains (YheO)	0	1	1	NA	COG2964	GC_00000440	1	1	39	18
Ribosomal protein L31 (RpmE) (PDB:1VS6)	0	1	1	NA	COG0254	GC_00000232, GC_00001169	1	1	39	18
4-Hydroxy-3-methylbut-2-enyl diphosphate reductase IspH (IspH) (PDB:3DNF)	0	1	1	NA	COG0761	GC_00000276	1	1	39	18
Cold shock protein, CspA family (CspC) (PDB:1C9O)	0	1	1	NA	COG1278	GC_00000270	1	1	39	18
Ribose 5-phosphate isomerase RpiB (RpiB) (PDB:1NN4)	0	1	1	NA	COG0698	GC_00000768, GC_00001187	1	1	39	18
Regulator of protease activity HflC, stomatin/prohibitin superfamily (HflC)	0	1	1	NA	COG0330	GC_00000088, GC_00001065	1	1	39	18
Ribosomal protein L21 (RplU) (PDB:1VS6)	0	1	1	NA	COG0261	GC_00000443	1	1	39	18
ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component (DppD) (PDB:4FWI)	0	1	1	NA	COG0444	GC_00000049, GC_00000109, GC_00001274, GC_00002151	1	1	39	18
NADH:ubiquinone oxidoreductase 20 kD subunit (chain B) or related Fe-S oxidoreductase (NuoB) (PDB:2FUG) (PUBMED:25941396)	0	1	1	NA	COG0377	GC_00000775, GC_00001204	1	1	39	18
Endonuclease IV (Nfo) (PDB:2NQH)	0	1	1	NA	COG0648	GC_00000380	1	1	39	18
Peptidoglycan lytic transglycosylase RlpA, contains C-terminal SPOR domain (RlpA) (PDB:4AVR) (PUBMED:24806796)!!!Uncharacterized conserved protein YgiM, contains N-terminal SH3 domain, DUF1202 family (YgiM) (PDB:2KQ8)!!!SH3-like domain (SH3)	0	1	1	NA	COG0797!!!COG3103!!!COG3807	GC_00000162	1	1	39	18
Homoserine kinase (ThrB) (PDB:1FWK)	0	1	1	NA	COG0083	GC_00000502	1	1	39	18
Phosphomannomutase (ManB) (PDB:6MNV)	0	1	1	NA	COG1109	GC_00000407, GC_00000585, GC_00000760	1	1	39	18
Aspartate carbamoyltransferase, catalytic subunit (PyrB) (PDB:1NBE)	0	1	1	NA	COG0540	GC_00000549	1	1	39	18
Exonuclease VII small subunit (XseB) (PDB:1VP7)	0	1	1	NA	COG1722	GC_00000218	1	1	39	18
Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain (PurL2) (PDB:1T3T)	0	1	1	NA	COG0047	GC_00000433	1	1	39	18
DNA uptake channel protein ComEC, N-terminal domain (ComEC)!!!DNA uptake channel protein ComEC C-terminal domain, metallo-beta-lactamase superfamily (ComEC)	0	1	1	NA	COG0658!!!COG2333	GC_00000009	1	1	39	18
Cell division septum initiation protein DivIVA, interacts with FtsZ and MinD (DivIVA) (PDB:2WUJ)	0	1	1	NA	COG3599	GC_00000398	1	1	39	18
Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20)	0	1	1	NA	COG0697	GC_00000865, GC_00001774	1	1	39	18
Alpha-L-arabinofuranosidase (AbfA) (PDB:1PZ2)	0	1	1	NA	COG3534	GC_00000332	1	1	39	18
Dihydroorotate dehydrogenase (PyrD) (PDB:1GT8)	0	1	1	NA	COG0167	GC_00000572, GC_00001648	1	1	39	18
NADH:ubiquinone oxidoreductase subunit 6 (chain J) (NuoJ) (PDB:4HE8)	0	1	1	NA	COG0839	GC_00000484	1	1	39	18
Inorganic pyrophosphatase (Ppa) (PDB:117E)	0	1	1	NA	COG0221	GC_00000213	1	1	39	18
FoF1-type ATP synthase, delta subunit (AtpH) (PDB:1ABV)	0	1	1	NA	COG0712	GC_00000506	1	1	39	18
UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase (Rfe) (PDB:4J72)	0	1	1	NA	COG0472	GC_00000465, GC_00001266	1	1	39	18
Neuraminidase (sialidase) NanH, contains C-terminal autotransporter domain (NanH) (PDB:1EUT)	0	1	1	NA	COG4409	GC_00000081, GC_00000483, GC_00001908	1	1	39	18
Phosphate uptake regulator PhoU (PhoU) (PDB:1T8B)	0	1	1	NA	COG0704	GC_00000212	1	1	39	18
Ribosomal protein L33 (RpmG) (PDB:1VS6)	0	1	1	NA	COG0267	GC_00000714, GC_00001282	1	1	39	18
Phosphoglycerate mutase (BPG-dependent) (GpmA) (PDB:1E58)	0	1	1	NA	COG0588	GC_00000316	1	1	39	18
Bifunctional protein GlmU, N-acetylglucosamine-1-phosphate-uridyltransferase/glucosamine-1-phosphate-acetyltransferase (GlmU) (PDB:3FWW)	0	1	1	NA	COG1207	GC_00000404, GC_00000592, GC_00001428	1	1	39	18
FMN reductase RutF, DIM6/NTAB family (RutF) (PDB:1EJE)	0	1	1	NA	COG1853	GC_00000378	1	1	39	18
Nicotinamidase-related amidase (PncA) (PDB:1ILW)	0	1	1	NA	COG1335	GC_00000330, GC_00001570	1	1	39	18
Ferritin (FtnA) (PDB:1AEW) (PUBMED:24380371)	0	1	1	NA	COG1528	GC_00000346	1	1	39	18
Ribosomal protein L3 (RplC) (PDB:1VS6)	0	1	1	NA	COG0087	GC_00000471	1	1	39	18
L-asparagine transporter or related permease (AnsP)	0	1	1	NA	COG1113	GC_00000017, GC_00000160, GC_00000517, GC_00001100, GC_00001398, GC_00001719, GC_00001891, GC_00002878, GC_00003286	1	1	39	18
NAD(P)H-flavin reductase (Mcr1) (PDB:3A1F)	0	1	1	NA	COG0543	GC_00000588	1	1	39	18
L-amino acid N-acyltransferase MnaT (MnaT) (PDB:3DR6) (PUBMED:27941785)	0	1	1	NA	COG1247	GC_00000448, GC_00002126	1	1	39	18
D-alanine-D-alanine ligase or related ATP-grasp enzyme (DdlA) (PDB:1E4E)	0	1	1	NA	COG1181	GC_00000105, GC_00000682	1	1	39	18
Hypoxanthine-guanine phosphoribosyltransferase (HptA) (PDB:1G9S)	0	1	1	NA	COG0634	GC_00000288	1	1	39	18
Dethiobiotin synthetase (BioD) (PDB:1DTS)	0	1	1	NA	COG0132	GC_00000325	1	1	39	18
4-hydroxy-tetrahydrodipicolinate synthase/N-acetylneuraminate lyase (DapA) (PDB:2R91) (PUBMED:27574185)	0	1	1	NA	COG0329	GC_00000548, GC_00001171, GC_00002926	1	1	39	18
Pyruvate carboxylase (PycA) (PDB:5VYW)	0	1	1	NA	COG1038	GC_00000243	1	1	39	18
FKBP-type peptidyl-prolyl cis-trans isomerase (FkpA) (PDB:1A7X)	0	1	1	NA	COG0545	GC_00001129, GC_00001309	1	1	39	18
UDP-N-acetylglucosamine enolpyruvyl transferase (MurA) (PDB:1A2N)!!!Transcriptional regulator, contains XRE-family HTH domain (HipB) (PDB:1ADR)	0	1	1	NA	COG0766!!!COG1396	GC_00000606	1	1	39	18
Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase (Lpd) (PDB:6QKG)	0	1	1	NA	COG1249	GC_00000086, GC_00000684, GC_00000978, GC_00001383	1	1	39	18
Peroxiredoxin (Bcp) (PDB:5IPH)	0	1	1	NA	COG1225	GC_00000667	1	1	39	18
Glutamate-1-semialdehyde aminotransferase (HemL) (PDB:2CFB)	0	1	1	NA	COG0001	GC_00000700	1	1	39	18
FoF1-type ATP synthase, membrane subunit b or b' (AtpF) (PDB:1B9U)	0	1	1	NA	COG0711	GC_00000413	1	1	39	18
NADH:ubiquinone oxidoreductase 27 kD subunit (chain C) (NuoC)	0	1	1	NA	COG0852	GC_00000415, GC_00000582	1	1	39	18
CDP-diglyceride synthetase (CdsA) (PDB:4Q2E)	0	1	1	NA	COG0575	GC_00000314	1	1	39	18
D-aminoacyl-tRNA deacylase (Dtd) (PDB:1J7G) (PUBMED:10918062;16902403;24302572)	0	1	1	NA	COG1490	GC_00000237	1	1	39	18
Mannose-6-phosphate isomerase, class I (ManA) (PDB:1PMI)	0	1	1	NA	COG1482	GC_00000630, GC_00001252	1	1	39	18
NADH:ubiquinone oxidoreductase subunit 11 or 4L (chain K) (NuoK) (PDB:4HE8)	0	1	1	NA	COG0713	GC_00000225	1	1	39	18
Pyruvate-formate lyase-activating enzyme (PflA) (PDB:3CAN)	0	1	1	NA	COG1180	GC_00000358	1	1	39	18
Formamidopyrimidine-DNA glycosylase (Nei) (PDB:1EE8)	0	1	1	NA	COG0266	GC_00000577, GC_00001464	1	1	39	18
MoxR-like ATPase (MoxR) (PDB:2R44)	0	1	1	NA	COG0714	GC_00000261, GC_00000756, GC_00003109	1	1	39	18
Polyphosphate kinase 2, PPK2 family (PPK2) (PDB:3CZP)	0	1	1	NA	COG2326	GC_00000732, GC_00001301	1	1	39	18
D-arabinose 1-dehydrogenase, Zn-dependent alcohol dehydrogenase family (AdhP) (PDB:5O8Q)	0	1	1	NA	COG1064	GC_00000125, GC_00001663, GC_00001951, GC_00002032	1	1	39	18
Fe2+ or Zn2+ uptake regulation protein Fur/Zur (Fur) (PDB:1MZB)	0	1	1	NA	COG0735	GC_00000371	1	1	39	18
Serine/threonine protein kinase (SPS1) (PDB:6G4J)	0	1	1	NA	COG0515	GC_00001066, GC_00001088, GC_00001598, GC_00001974, GC_00002667	1	1	39	18
DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains (CitB) (PDB:1A04)	0	1	1	NA	COG2197	GC_00000118, GC_00000352, GC_00000725, GC_00000791, GC_00000792, GC_00000793, GC_00001323, GC_00002185, GC_00002312, GC_00002652	1	1	39	18
Ribosomal protein L28 (RpmB) (PDB:2JZ6)	0	1	1	NA	COG0227	GC_00000187, GC_00000402	1	1	39	18
Cysteine synthase (CysK) (PDB:1FCJ)	0	1	1	NA	COG0031	GC_00000702, GC_00001544, GC_00002114, GC_00002635	1	1	39	18
DNA gyrase/topoisomerase IV, subunit A (GyrA) (PDB:1SUU)	0	1	1	NA	COG0188	GC_00000555, GC_00001543	1	1	39	18
Fe2+ transporter FeoB (FeoB) (PDB:3TAH) (PUBMED:32095817)	0	1	1	NA	COG0370	GC_00000653, GC_00001094	1	1	39	18
ABC-type Mn2+/Zn2+ transport system, ATPase component (ZnuC)	0	1	1	NA	COG1121	GC_00000329, GC_00001075	1	1	39	18
UDP-N-acetyl-D-mannosaminuronate dehydrogenase (WecC) (PDB:3OJL)	0	1	1	NA	COG0677	GC_00000600	1	1	39	18
Phosphoribosyl-AMP cyclohydrolase (HisI1) (PDB:1ZPS)	0	1	1	NA	COG0139	GC_00000311	1	1	39	18
Membrane-anchored protein YidD, putatitve component of membrane protein insertase Oxa1/YidC/SpoIIIJ (YidD)	0	1	1	NA	COG0759	GC_00000388	1	1	39	18
UTP pyrophosphatase, metal-dependent hydrolase family (YgjP) (PDB:4JIU) (PUBMED:27941785)	0	1	1	NA	COG1451	GC_00000266	1	1	39	18
Sugar phosphate isomerase/epimerase (YcjR) (PDB:3KTC) (PUBMED:30742415)	0	1	1	NA	COG1082	GC_00000110, GC_00000147, GC_00001501, GC_00001672, GC_00002253	1	1	39	18
Serine transporter YbeC, amino acid:H+ symporter family (PotE) (PDB:3LRB)	0	1	1	NA	COG0531	GC_00001001, GC_00001092, GC_00001337, GC_00002017, GC_00003096	1	1	39	18
Transcription termination factor Rho (Rho) (PDB:1PVO)	0	1	1	NA	COG1158	GC_00000560	1	1	39	18
Pyridoxal reductase PdxI or related oxidoreductase, aldo/keto reductase family (PdxI) (PDB:1LQA) (PUBMED:32253339)	0	1	1	NA	COG0667	GC_00000249, GC_00000512, GC_00001132, GC_00001832	1	1	39	18
Acyl-CoA thioesterase (TesB) (PDB:1C8U)	0	1	1	NA	COG1946	GC_00000367	1	1	39	18
Fe-S cluster biogenesis protein NfuA, 4Fe-4S-binding domain (NifU) (PDB:2Z51)	0	1	1	NA	COG0694	GC_00000542	1	1	39	18
ABC-type guanosine uptake system NupNOPQ, permease component NupP (NupP) (PUBMED:21926227)	0	1	1	NA	COG4603	GC_00000488	1	1	39	18
Uroporphyrinogen-III methylase (siroheme synthase) (CysG) (PDB:1PJQ)!!!Uroporphyrinogen-III synthase (HemD) (PDB:1JR2)	0	1	1	NA	COG0007!!!COG1587	GC_00000395	1	1	39	18
DNA-binding transcriptional regulator, Lrp family (Lrp) (PDB:1I1G)	0	1	1	NA	COG1522	GC_00000100, GC_00000351	1	1	39	18
ABC-type Fe3+-hydroxamate transport system, periplasmic component (FepB) (PDB:1ESZ)	0	1	1	NA	COG0614	GC_00000412, GC_00000680, GC_00000694, GC_00000695, GC_00001267, GC_00001372, GC_00001922, GC_00002073, GC_00002078	1	1	39	18
Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase (LdhA) (PDB:1DXY)	0	1	1	NA	COG1052	GC_00000956, GC_00001849, GC_00001888	1	1	39	18
Uncharacterized membrane protein YccC (YccC)	0	1	1	NA	COG1289	GC_00000436	1	1	39	18
Fe-S cluster carrier ATPase, Mrp/ApbC/NBP35 family (Mrp) (PDB:2PH1) (PUBMED:18616280;19114487;31709520)!!!Metal-sulfur cluster biosynthetic enzyme (PaaD) (PDB:1UWD)	0	1	1	NA	COG0489!!!COG2151	GC_00000418	1	1	39	18
Ornithine carbamoyltransferase (ArgF) (PDB:1A1S)	0	1	1	NA	COG0078	GC_00000479	1	1	39	18
Ribosomal protein L29 (RpmC) (PDB:1VS6)	0	1	1	NA	COG0255	GC_00000184	1	1	39	18
Predicted amino acid racemase (YhfX) (PDB:4KBX) (PUBMED:23091052)	0	1	1	NA	COG3457	GC_00000116	1	1	39	18
DNA-binding transcriptional regulator, PadR family (PadR) (PDB:1XMA) (PUBMED:19096365)	0	1	1	NA	COG1695	GC_00000423, GC_00001560, GC_00002414	1	1	39	18
ABC-type glycerol-3-phosphate transport system, periplasmic component (UgpB) (PDB:2Z8D)	0	1	1	NA	COG1653	GC_00000057, GC_00000098, GC_00000126, GC_00000131, GC_00000615, GC_00001347, GC_00001638, GC_00001859, GC_00002163, GC_00002329, GC_00002419	1	1	39	18
Acyl-CoA dehydratase PaaZ (MaoC) (PDB:5ZY8)	0	1	1	NA	COG2030	GC_00000198, GC_00000255	1	1	39	18
DNA-binding transcriptional regulator, GntR family (MngR) (PDB:2WV0)	0	1	1	NA	COG2188	GC_00000375, GC_00001182	1	1	39	18
DNA-binding transcriptional regulator, MerR family (SoxR) (PDB:2VZ4)!!!GyrI-like small molecule binding domain (BltR2) (PDB:1BOW)	0	1	1	NA	COG0789!!!COG4978	GC_00000310	1	1	39	18
Predicted acetyltransferase, GNAT family	0	1	1	NA	COG3393	GC_00000377	1	1	39	18
Phosphotransferase system, fructose-specific IIC component (FrwC)!!!Phosphotransferase system fructose-specific component IIB (FrwB) (PDB:5DLE)!!!Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type) (PtsN) (PDB:2OQ3)	0	1	1	NA	COG1299!!!COG1445!!!COG1762	GC_00000627	1	1	39	18
Uncharacterized membrane protein YphA, DoxX/SURF4 family (DoxX)	0	1	1	NA	COG2259	GC_00000482, GC_00000637, GC_00001082, GC_00001911	1	1	39	18
Beta-galactosidase GanA (GanA) (PDB:1KWG)	0	1	1	NA	COG1874	GC_00000175	1	1	39	18
tRNA U34 2-thiouridine synthase MnmA/TrmU, contains the PP-loop ATPase domain (MnmA) (PDB:2HMA) (PUBMED:25825430)	0	1	1	NA	COG0482	GC_00000611	1	1	39	18
Cupin domain protein related to quercetin dioxygenase (QdoI) (PDB:2H0V)	0	1	1	NA	COG1917	GC_00000208	1	1	39	18
Dihydrofolate reductase (FolA) (PDB:1DDR)	0	1	1	NA	COG0262	GC_00000597	1	1	39	18
Amino acid permease (SdaC)	0	1	1	NA	COG0814	GC_00000027	1	1	39	18
Ribosomal protein L30/L7E (RpmD) (PDB:1VS6)	0	1	1	NA	COG1841	GC_00000209	1	1	39	18
NAD kinase (NadK) (PDB:1SUW)	0	1	1	NA	COG0061	GC_00000129	1	1	39	18
Chaperedoxin CnoX, contains thioredoxin-like and TPR-like domains, YbbN/TrxSC family (CnoX) (PDB:3QDN) (PUBMED:21498507;29754824)	0	1	1	NA	COG3118	GC_00000711, GC_00001193, GC_00001324, GC_00003298	1	1	39	18
ABC-type Zn uptake system ZnuABC, Zn-binding component ZnuA (ZnuA) (PDB:1K0F)	0	1	1	NA	COG0803	GC_00001402, GC_00001548	1	1	39	18
Acetyl esterase/lipase (Aes) (PDB:1EVQ)	0	1	1	NA	COG0657	GC_00000835, GC_00001708	1	1	39	18
Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (BioA) (PDB:1MLY)	0	1	1	NA	COG0161	GC_00000587	1	1	39	18
Dehydrogenase (flavoprotein) (FixC) (PDB:4OPU)	0	1	1	NA	COG0644	GC_00001350, GC_00001637	1	1	39	18
Arginine repressor (ArgR) (PDB:1AOY)	0	1	1	NA	COG1438	GC_00000320, GC_00001192	1	1	39	18
MFS-type transporter involved in bile tolerance, Atg22 family (BtlA) (PUBMED:12583894)	0	1	1	NA	COG2270	GC_00000880, GC_00001263	1	1	39	18
Citrate synthase (GltA) (PDB:3TQG) (PUBMED:25211225)	0	1	1	NA	COG0372	GC_00000834, GC_00001314	1	1	39	18
DNA utilization protein ComFC/GntX, contains phosphoribosyltransferase domain (ComFC) (PUBMED:28618091)	0	1	1	NA	COG1040	GC_00000571	1	1	39	18
Translation elongation factor EF-Ts (Tsf) (PDB:1EFU)	0	1	1	NA	COG0264	GC_00000296	1	1	39	18
TPP-dependent trihydroxycyclohexane-1,2-dione (THcHDO) dehydratase, myo-inositol metabolism (IolD)	0	1	1	NA	COG3962	GC_00000634	1	1	39	18
Triacylglycerol esterase/lipase EstA, alpha/beta hydrolase fold (EstA) (PDB:1I6W)	0	1	1	NA	COG1075	GC_00000670, GC_00001742, GC_00002180	1	1	39	18
Uncharacterized membrane protein YhgE, phage infection protein (PIP) family (YhgE)	0	1	1	NA	COG1511	GC_00001072, GC_00001772	1	1	39	18
Cytochrome c biogenesis protein CcdA (CcdA) (PDB:5VKV)	0	1	1	NA	COG0785	GC_00000539	1	1	39	18
Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type) (PtsN) (PDB:2OQ3)	0	1	1	NA	COG1762	GC_00000287, GC_00000463, GC_00001883	1	1	39	18
tRNA 5-hydroxyU34 O-methylase TrmR/YrrM (TrmR) (PDB:1H1D) (PUBMED:29982645)	0	1	1	NA	COG4122	GC_00000729, GC_00002061	1	1	39	18
Ribosomal protein S5 (RpsE) (PDB:4V4H)	0	1	1	NA	COG0098	GC_00000312	1	1	39	18
Signal transduction histidine kinase ComP (ComP) (PDB:4GT8)	0	1	1	NA	COG4585	GC_00000087, GC_00001074, GC_00001426, GC_00001459, GC_00001588, GC_00001673, GC_00001791, GC_00002174, GC_00002620	1	1	39	18
dsRNA-specific ribonuclease (Rnc) (PDB:1DI2)	0	1	1	NA	COG0571	GC_00000557	1	1	39	18
ABC-type transport system involved in cytochrome bd biosynthesis, ATPase and permease components (CydD)	0	1	1	NA	COG4988	GC_00000108, GC_00001469	1	1	39	18
Succinate dehydrogenase/fumarate reductase, flavoprotein subunit (SdhA) (PDB:1KF6)	0	1	1	NA	COG1053	GC_00000486, GC_00000933, GC_00002247, GC_00002248, GC_00002251	1	1	39	18
Arginine deiminase (ArcA) (PDB:2A9G)	0	1	1	NA	COG2235	GC_00000416	1	1	39	18
4-hydroxy-tetrahydrodipicolinate reductase (DapB) (PDB:1ARZ) (PUBMED:29684280)	0	1	1	NA	COG0289	GC_00000361	1	1	39	18
Cation-transporting P-type ATPase (ZntA) (PDB:4BBJ)	0	1	1	NA	COG2217	GC_00000180, GC_00001484	1	1	39	18
ABC-type amino acid transport system, permease component (HisM) (PDB:4YMS)	0	1	1	NA	COG0765	GC_00001379, GC_00002604	1	1	39	18
Predicted membrane channel-forming protein YqfA, hemolysin III family (YqfA) (PDB:3WXV)	0	1	1	NA	COG1272	GC_00000304	1	1	39	18
Predicted  nucleic acid-binding protein, contains Zn-ribbon domain (includes truncated derivatives)	0	1	1	NA	COG5512	GC_00000336	1	1	39	18
